GEOCODIGO_MUNICIPIO;NOME_MUNICIPIO;LONGITUDE;LATITUDE
3141009;MATO VERDE;-42.8665147238001;-15.3973215529759
3141108;MATOZINHOS;-44.0839745678654;-19.5619102810389
3141207;MATUTINA;-45.9835170334863;-19.2266120633451
3141306;MEDEIROS;-46.2266888203747;-19.9933078776241
3141405;MEDINA;-41.47630906692;-16.2247956209704
3141504;MENDES PIMENTEL;-41.4056151686685;-18.661777740612
3141603;MERCÊS;-43.3410701613993;-21.1920649246761
3141702;MESQUITA;-42.6056610568179;-19.2243458124531
3141801;MINAS NOVAS;-42.5967587107471;-17.2154581636337
3141900;MINDURI;-44.6092928194542;-21.6775434808097
3142007;MIRABELA;-44.1606437772011;-16.2584529385286
3142106;MIRADOURO;-42.3461498563434;-20.8944190662135
3142205;MIRAÍ;-42.6160395902808;-21.1939817415147
3142254;MIRAVÂNIA;-44.4120754278479;-14.7478394007116
3142304;MOEDA;-44.047568670537;-20.3302688429873
3142403;MOEMA;-45.425310133709;-19.8386998978716
3142502;MONJOLOS;-44.1193167724144;-18.3236856182628
3142601;MONSENHOR PAULO;-45.5450741387173;-21.7617721380659
3142700;MONTALVÂNIA;-44.3636205825571;-14.4203647785697
3142809;MONTE ALEGRE DE MINAS;-48.8771169089609;-18.8691667166174
3142908;MONTE AZUL;-42.8731654940395;-15.1553385887242
3143005;MONTE BELO;-46.3682455768311;-21.3271458474544
3143104;MONTE CARMELO;-47.4959724312194;-18.7290384400921
3143153;MONTE FORMOSO;-41.2545787417996;-16.8664938299771
3143203;MONTE SANTO DE MINAS;-46.9771185470619;-21.1904748350993
3143302;MONTES CLAROS;-43.8654224343832;-16.7227066399838
3143401;MONTE SIÃO;-46.5737026933609;-22.4335488211534
3143450;MONTEZUMA;-42.50747369917;-15.1711441584771
3143500;MORADA NOVA DE MINAS;-45.3555023480963;-18.6074447216394
3143609;MORRO DA GARÇA;-44.6035310348425;-18.5472184629381
3143708;MORRO DO PILAR;-43.3748041822981;-19.2183422251452
3143807;MUNHOZ;-46.3603709348441;-22.6127826889517
3143906;MURIAÉ;-42.3610748978923;-21.1320467915102
3144003;MUTUM;-41.4391385240539;-19.8071892243168
3144102;MUZAMBINHO;-46.5268046885479;-21.3730127526952
3144201;NACIP RAYDAN;-42.2517915937101;-18.4579241926549
3144300;NANUQUE;-40.3517388336104;-17.8389933519387
3144359;NAQUE;-42.3347084488518;-19.2235434748675
3144375;NATALÂNDIA;-46.4975343552908;-16.5038364836175
3144409;NATÉRCIA;-45.5182345056536;-22.1184737389404
3144508;NAZARENO;-44.6172346644262;-21.2176969671606
3144607;NEPOMUCENO;-45.237429119816;-21.2345769350247
3144656;NINHEIRA;-41.7487889593795;-15.3238019191961
3144672;NOVA BELÉM;-41.103687832357;-18.4940908207838
3144706;NOVA ERA;-43.0354568497189;-19.7644230686327
3144805;NOVA LIMA;-43.8497833626163;-19.9838929938666
3144904;NOVA MÓDICA;-41.5013362739996;-18.4416056135454
3145000;NOVA PONTE;-47.670570749698;-19.1688916492638
3145059;NOVA PORTEIRINHA;-43.3025512295159;-15.8022101967311
3145109;NOVA RESENDE;-46.4170291046065;-21.1266519125721
3145208;NOVA SERRANA;-44.9855787363319;-19.875867380562
3145307;NOVO CRUZEIRO;-41.8753915421219;-17.4748888552055
3145356;NOVO ORIENTE DE MINAS;-41.2220966101202;-17.4091656808734
3145372;NOVORIZONTE;-42.4167808370082;-16.0195385667832
3145406;OLARIA;-43.9309268801853;-21.8647729424271
3145455;OLHOS-D'ÁGUA;-43.5714109825145;-17.4018999265273
3145505;OLÍMPIO NORONHA;-45.2641356959281;-22.066959814499
3145604;OLIVEIRA;-44.826410866482;-20.6975157761844
3145703;OLIVEIRA FORTES;-43.462543869181;-21.3394932742633
3145802;ONÇA DE PITANGUI;-44.8083821799508;-19.745524484591
3145851;ORATÓRIOS;-42.8063392207749;-20.4309959520838
3145877;ORIZÂNIA;-42.2029460820898;-20.5041213742453
3145901;OURO BRANCO;-43.6947707969396;-20.5235831235093
3146008;OURO FINO;-46.3800808287623;-22.2835244238733
3146107;OURO PRETO;-43.5064475197137;-20.3867763678658
3146206;OURO VERDE DE MINAS;-41.268709492315;-18.0693390949826
3146255;PADRE CARVALHO;-42.5207448266403;-16.3651032683092
3146305;PADRE PARAÍSO;-41.4849648092247;-17.076318651422
3146404;PAINEIRAS;-45.5387576862268;-18.9022172143692
3146503;PAINS;-45.660813183335;-20.3709172455364
3146552;PAI PEDRO;-43.0705559756113;-15.537065987525
3146602;PAIVA;-43.4188333732522;-21.2878522493125
3146701;PALMA;-42.3158258828457;-21.3725611558571
3146750;PALMÓPOLIS;-40.4203975983825;-16.7344674967349
3146909;PAPAGAIOS;-44.7447017250618;-19.4555367596145
3147006;PARACATU;-46.8754188909564;-17.219741910187
3147105;PARÁ DE MINAS;-44.6053801878937;-19.8647379639463
3147204;PARAGUAÇU;-45.7326954707608;-21.5473160267618
3147303;PARAISÓPOLIS;-45.7817035280062;-22.5551927714903
3147402;PARAOPEBA;-44.403116870288;-19.2814289520739
3147501;PASSABÉM;-43.1438137394836;-19.3509824791921
3147600;PASSA QUATRO;-44.9696386730973;-22.3897981316188
3147709;PASSA TEMPO;-44.4934171989932;-20.652387747284
3147808;PASSA-VINTE;-44.2310487920843;-22.208976878402
3147907;PASSOS;-46.6114125680355;-20.7192119018634
3147956;PATIS;-44.0827053066768;-16.0792763596562
3148004;PATOS DE MINAS;-46.5159156766059;-18.5925708199234
3148103;PATROCÍNIO;-46.9974382401645;-18.9408129613497
3148202;PATROCÍNIO DO MURIAÉ;-42.2126532982876;-21.1517112745085
3148301;PAULA CÂNDIDO;-42.9831550986696;-20.8701615330242
3148400;PAULISTAS;-42.8726250989216;-18.4317377127072
3148509;PAVÃO;-41.0001132091318;-17.4326895767166
3148608;PEÇANHA;-42.563186267502;-18.5468889887705
3148707;PEDRA AZUL;-41.2817519782488;-16.0059227890656
3148756;PEDRA BONITA;-42.3321344916825;-20.5200184905724
3148806;PEDRA DO ANTA;-42.7159333247726;-20.5960112647687
3148905;PEDRA DO INDAIÁ;-45.2098100905663;-20.2535964014334
3149002;PEDRA DOURADA;-42.1545386689724;-20.8299461552485
3149101;PEDRALVA;-45.4659715175691;-22.254226003118
3149150;PEDRAS DE MARIA DA CRUZ;-44.3924439591511;-15.5990124531728
3149200;PEDRINÓPOLIS;-47.4606173926482;-19.2277204066822
3149309;PEDRO LEOPOLDO;-44.045883960309;-19.6183958909548
3149408;PEDRO TEIXEIRA;-43.7454590571945;-21.7068071496686
3149507;PEQUERI;-43.126286174621;-21.8369041285086
3149606;PEQUI;-44.653441896498;-19.6279870911321
3149705;PERDIGÃO;-45.0793625822689;-19.9551229354497
3149804;PERDIZES;-47.2920084470812;-19.3386575248866
3149903;PERDÕES;-45.0930878294041;-21.0945188675979
3149952;PERIQUITO;-42.2347246280496;-19.1544849011065
3150000;PESCADOR;-41.6016228175806;-18.3536287289768
3150109;PIAU;-43.329125174333;-21.5046175293695
3150158;PIEDADE DE CARATINGA;-42.0742639715865;-19.7592126249565
3150208;PIEDADE DE PONTE NOVA;-42.7352388987405;-20.2476646154438
3150307;PIEDADE DO RIO GRANDE;-44.2025017471596;-21.4697328736348
3150406;PIEDADE DOS GERAIS;-44.2279160102123;-20.4610103538288
3150505;PIMENTA;-45.7990870292463;-20.4831953924347
3150539;PINGO-D'ÁGUA;-42.4086657783621;-19.7286082528472
3150570;PINTÓPOLIS;-45.1495068805966;-16.0549897298845
3150604;PIRACEMA;-44.4784717749718;-20.508995862821
3150703;PIRAJUBA;-48.6966380638012;-19.9085049086271
3150802;PIRANGA;-43.2873455533564;-20.6851438161544
3150901;PIRANGUÇU;-45.4932717049665;-22.5264938453732
3151008;PIRANGUINHO;-45.5347391785866;-22.4118730678437
3151107;PIRAPETINGA;-42.3484310466426;-21.6559720071799
3151206;PIRAPORA;-44.9510653804875;-17.3495820956098
3151305;PIRAÚBA;-43.0181308108699;-21.2765501292586
3151404;PITANGUI;-44.8901188906692;-19.6805972412923
3151503;PIUMHI;-45.9605686667875;-20.4708828676222
3151602;PLANURA;-48.699918855179;-20.1386632020283
3151701;POÇO FUNDO;-45.9649695631605;-21.7846925499932
3151800;POÇOS DE CALDAS;-46.5664100449604;-21.7873635785949
3151909;POCRANE;-41.6290012532568;-19.6201444044024
3152006;POMPÉU;-45.0018708585068;-19.2209571770945
3152105;PONTE NOVA;-42.9096842699379;-20.4166434224879
3152131;PONTO CHIQUE;-45.0631345096394;-16.6330397392495
3152170;PONTO DOS VOLANTES;-41.5078082034317;-16.754519633283
3152204;PORTEIRINHA;-43.0285226494433;-15.746837727003
3152303;PORTO FIRME;-43.0914109084357;-20.6682669693677
3152402;POTÉ;-41.7883855248752;-17.8013694472947
3152501;POUSO ALEGRE;-45.9371442758265;-22.2303029951548
3152600;POUSO ALTO;-44.9753435743211;-22.190942292589
3152709;PRADOS;-44.0732802771837;-21.0560144581482
3152808;PRATA;-48.9238460694599;-19.3082112062986
3152907;PRATÁPOLIS;-46.8609173417016;-20.7441844539655
3153004;PRATINHA;-46.3784486441064;-19.7569452522589
3153103;PRESIDENTE BERNARDES;-43.1900555792424;-20.7656775010213
3153202;PRESIDENTE JUSCELINO;-44.0541822751655;-18.6407817383921
3153301;PRESIDENTE KUBITSCHEK;-43.5574479486812;-18.6154898025756
3153400;PRESIDENTE OLEGÁRIO;-46.4177886879906;-18.414741973875
3153509;ALTO JEQUITIBÁ;-41.967175112677;-20.4229271109286
3153608;PRUDENTE DE MORAIS;-44.1583906670618;-19.4835603824475
3153707;QUARTEL GERAL;-45.5588633859592;-19.2676900955159
3153806;QUELUZITO;-43.8800273028343;-20.7423844777111
3153905;RAPOSOS;-43.8047741981268;-19.9655987691945
3154002;RAUL SOARES;-42.4541675367435;-20.1019588519943
3154101;RECREIO;-42.4713945672859;-21.5337846187598
3154150;REDUTO;-41.9851988576302;-20.2426797034932
3154200;RESENDE COSTA;-44.2394035043136;-20.9173692442954
3154309;RESPLENDOR;-41.2539671081682;-19.3254839308532
3154408;RESSAQUINHA;-43.7587060938834;-21.0553009170043
3154457;RIACHINHO;-46.0027468183087;-16.2168261724192
3154507;RIACHO DOS MACHADOS;-43.0445637317792;-15.9980341607319
3154606;RIBEIRÃO DAS NEVES;-44.085823649141;-19.766022015498
3154705;RIBEIRÃO VERMELHO;-45.064782108458;-21.1904143250473
3154804;RIO ACIMA;-43.7908543768367;-20.0951301629183
3154903;RIO CASCA;-42.6522301991544;-20.2265128664941
3155009;RIO DOCE;-42.8956813088344;-20.2446457034063
3155108;RIO DO PRADO;-40.5718939337966;-16.6094078454736
3155207;RIO ESPERA;-43.4653334003173;-20.8580800986411
3155306;RIO MANSO;-44.3102050445654;-20.2616823651625
3155405;RIO NOVO;-43.1286689152867;-21.4832491498789
3155504;RIO PARANAÍBA;-46.2427530916275;-19.191238301813
3155603;RIO PARDO DE MINAS;-42.5412319786549;-15.6130780188597
3155702;RIO PIRACICABA;-43.1798237456688;-19.9549411680991
3155801;RIO POMBA;-43.1778056454032;-21.2721906098132
3155900;RIO PRETO;-43.8294656655803;-22.0869222524551
3156007;RIO VERMELHO;-43.0224390980622;-18.3011105692073
3156106;RITÁPOLIS;-44.3234775238384;-21.0232532704209
3156205;ROCHEDO DE MINAS;-43.0220685053826;-21.6314596314615
3156304;RODEIRO;-42.8686762586127;-21.200705079223
3156403;ROMARIA;-47.581754900456;-18.883480034872
3156452;ROSÁRIO DA LIMEIRA;-42.5060599702183;-20.981298201362
3156502;RUBELITA;-42.2647623323815;-16.4029664156926
3156601;RUBIM;-40.5369414738532;-16.3729735166896
3156700;SABARÁ;-43.8255570903302;-19.8924945120897
3156809;SABINÓPOLIS;-43.088203642905;-18.6718146531902
3156908;SACRAMENTO;-47.4365553163875;-19.8635763393531
3157005;SALINAS;-42.2935064722757;-16.1698557321158
3157104;SALTO DA DIVISA;-39.9507560235873;-15.9975707021522
3157203;SANTA BÁRBARA;-43.4052209879755;-19.9655911927172
3157252;SANTA BÁRBARA DO LESTE;-42.1408405819159;-19.9757926674141
3157278;SANTA BÁRBARA DO MONTE VERDE;-43.7017741663928;-21.9572670150904
3157302;SANTA BÁRBARA DO TUGÚRIO;-43.5589487842784;-21.2462083894654
3157336;SANTA CRUZ DE MINAS;-44.2232578483842;-21.1194710322007
3157377;SANTA CRUZ DE SALINAS;-41.7503545267497;-16.0943556352834
3157401;SANTA CRUZ DO ESCALVADO;-42.8184528533261;-20.2382772552792
3157500;SANTA EFIGÊNIA DE MINAS;-42.4393126685705;-18.8198378232138
3157609;SANTA FÉ DE MINAS;-45.4136331221547;-16.6873734528009
3157658;SANTA HELENA DE MINAS;-40.6862886421122;-16.9363075336244
3157708;SANTA JULIANA;-47.5271443343503;-19.3112989337
3157807;SANTA LUZIA;-43.8500072606321;-19.7676168525221
3157906;SANTA MARGARIDA;-42.2525357802654;-20.3779254268061
3158003;SANTA MARIA DE ITABIRA;-43.1101498441238;-19.4590107742798
3158102;SANTA MARIA DO SALTO;-40.1469330149968;-16.2475726793913
3158201;SANTA MARIA DO SUAÇUÍ;-42.4178024504598;-18.1922522024908
3158300;SANTANA DA VARGEM;-45.5071210487386;-21.2489621801898
3158409;SANTANA DE CATAGUASES;-42.5546049490811;-21.2840280786181
3158508;SANTANA DE PIRAPAMA;-44.0381025080678;-19.0068859968553
3158607;SANTANA DO DESERTO;-43.172317833716;-21.9496920444449
3158706;SANTANA DO GARAMBÉU;-44.110873430004;-21.6018318573641
3158805;SANTANA DO JACARÉ;-45.1280485695678;-20.901677492437
3158904;SANTANA DO MANHUAÇU;-41.9234974642324;-20.1085461650507
3158953;SANTANA DO PARAÍSO;-42.5525829490449;-19.3690985235546
3159001;SANTANA DO RIACHO;-43.7114593033951;-19.1700918689263
3159100;SANTANA DOS MONTES;-43.7059982789998;-20.7897348514805
3159209;SANTA RITA DE CALDAS;-46.3386257813582;-22.026435486111
3159308;SANTA RITA DE JACUTINGA;-44.1004418543942;-22.1484611222255
3159357;SANTA RITA DE MINAS;-42.1317808369165;-19.8752101701675
3159407;SANTA RITA DE IBITIPOCA;-43.9167605187734;-21.561230079445
3159506;SANTA RITA DO ITUETO;-41.379278217516;-19.3598130146739
3159605;SANTA RITA DO SAPUCAÍ;-45.7039881925124;-22.2533298263696
3159704;SANTA ROSA DA SERRA;-45.9706644273527;-19.532621138026
3159803;SANTA VITÓRIA;-50.1234651115175;-18.8439479825626
3159902;SANTO ANTÔNIO DO AMPARO;-44.9186749352284;-20.9462485658306
3160009;SANTO ANTÔNIO DO AVENTUREIRO;-42.8116372461193;-21.755828175855
3160108;SANTO ANTÔNIO DO GRAMA;-42.6138987970154;-20.3125002779396
3160207;SANTO ANTÔNIO DO ITAMBÉ;-43.3037794094908;-18.4689716455164
3160306;SANTO ANTÔNIO DO JACINTO;-40.1753373252436;-16.537683409686
3160405;SANTO ANTÔNIO DO MONTE;-45.2939359191445;-20.0872192488794
3160454;SANTO ANTÔNIO DO RETIRO;-42.6243765156755;-15.3426335372695
3160504;SANTO ANTÔNIO DO RIO ABAIXO;-43.2530571823808;-19.2256798037912
3160603;SANTO HIPÓLITO;-44.2216982205234;-18.2878101900473
3160702;SANTOS DUMONT;-43.5537521652921;-21.4575319947014
3160801;SÃO BENTO ABADE;-45.0753606266928;-21.5790480164946
3160900;SÃO BRÁS DO SUAÇUÍ;-43.9526746478891;-20.6265040684823
3160959;SÃO DOMINGOS DAS DORES;-42.0095079969034;-19.5294460672771
3161007;SÃO DOMINGOS DO PRATA;-42.960363400399;-19.8710279004362
3161056;SÃO FÉLIX DE MINAS;-41.490352828828;-18.5861055944553
3161106;SÃO FRANCISCO;-44.8613127423766;-15.9525638055612
3161205;SÃO FRANCISCO DE PAULA;-44.9826306199264;-20.7135317999445
3161304;SÃO FRANCISCO DE SALES;-49.7655663178882;-19.865114358282
3161403;SÃO FRANCISCO DO GLÓRIA;-42.2682205326675;-20.7923014187189
3161502;SÃO GERALDO;-42.8376641332472;-20.9208475279285
3161601;SÃO GERALDO DA PIEDADE;-42.28913506793;-18.8440313418778
3161650;SÃO GERALDO DO BAIXIO;-41.3636282368696;-18.9188085164172
3161700;SÃO GONÇALO DO ABAETÉ;-45.8342461504009;-18.3411129280494
3161809;SÃO GONÇALO DO PARÁ;-44.857188983823;-19.9856847319035
3161908;SÃO GONÇALO DO RIO ABAIXO;-43.3480400193056;-19.8318007017906
3162005;SÃO GONÇALO DO SAPUCAÍ;-45.5946377949369;-21.8919051420956
3162104;SÃO GOTARDO;-46.0531440401029;-19.3127001913322
3162203;SÃO JOÃO BATISTA DO GLÓRIA;-46.5034614693394;-20.6390368456458
3162252;SÃO JOÃO DA LAGOA;-44.3490885621947;-16.8520551567279
3162302;SÃO JOÃO DA MATA;-45.9265298075988;-21.9348528245237
3162401;SÃO JOÃO DA PONTE;-44.0089551084967;-15.9245130654992
3162450;SÃO JOÃO DAS MISSÕES;-44.0812622895275;-14.8825334839124
3162500;SÃO JOÃO DEL REI;-44.2609727347292;-21.1355089743173
3162559;SÃO JOÃO DO MANHUAÇU;-42.1521577505494;-20.3954998659809
3162575;SÃO JOÃO DO MANTENINHA;-41.158748442561;-18.7278374865803
3162609;SÃO JOÃO DO ORIENTE;-42.156459894962;-19.337666134262
3162658;SÃO JOÃO DO PACUÍ;-44.5295709891001;-16.5383751445545
3162708;SÃO JOÃO DO PARAÍSO;-42.0114224428155;-15.3184380950909
3162807;SÃO JOÃO EVANGELISTA;-42.7760481433917;-18.5451868295064
3162906;SÃO JOÃO NEPOMUCENO;-43.011285768504;-21.5356970635886
3162922;SÃO JOAQUIM DE BICAS;-44.2662730160972;-20.0634684606132
3162948;SÃO JOSÉ DA BARRA;-46.3193295708755;-20.7220909662412
3162955;SÃO JOSÉ DA LAPA;-43.9599562982337;-19.6986268215191
3163003;SÃO JOSÉ DA SAFIRA;-42.1464105249464;-18.3251174567601
3163102;SÃO JOSÉ DA VARGINHA;-44.5610597329864;-19.7048059868236
3163201;SÃO JOSÉ DO ALEGRE;-45.5301876074668;-22.3290552486338
3163300;SÃO JOSÉ DO DIVINO;-41.3912087843896;-18.4832633219871
3163409;SÃO JOSÉ DO GOIABAL;-42.7098601268982;-19.9279832169656
3163508;SÃO JOSÉ DO JACURI;-42.6666267691673;-18.2758107503416
3163607;SÃO JOSÉ DO MANTIMENTO;-41.749072816426;-20.0059989819425
3163706;SÃO LOURENÇO;-45.0533731031446;-22.1177686713602
3163805;SÃO MIGUEL DO ANTA;-42.7208990463332;-20.7059175904583
3163904;SÃO PEDRO DA UNIÃO;-46.6213268893432;-21.1334584955415
3164001;SÃO PEDRO DOS FERROS;-42.523900934801;-20.1719098245167
3164100;SÃO PEDRO DO SUAÇUÍ;-42.6002319396511;-18.3655057595136
3164209;SÃO ROMÃO;-45.0691351971252;-16.3686392158312
3164308;SÃO ROQUE DE MINAS;-46.3689949346399;-20.2506708115156
3164407;SÃO SEBASTIÃO DA BELA VISTA;-45.7547892088755;-22.1550057867841
3164431;SÃO SEBASTIÃO DA VARGEM ALEGRE;-42.6386658919301;-21.0738303380808
3164472;SÃO SEBASTIÃO DO ANTA;-41.979598898526;-19.5001070899358
3164506;SÃO SEBASTIÃO DO MARANHÃO;-42.5657456966687;-18.0913715113299
3164605;SÃO SEBASTIÃO DO OESTE;-45.0031339870159;-20.2740951951869
3164704;SÃO SEBASTIÃO DO PARAÍSO;-46.986471825605;-20.9180654486469
3164803;SÃO SEBASTIÃO DO RIO PRETO;-43.1747344223136;-19.2857666703185
3164902;SÃO SEBASTIÃO DO RIO VERDE;-44.9777360533972;-22.2150562279056
3165008;SÃO TIAGO;-44.5039924427307;-20.9009463498959
3165107;SÃO TOMÁS DE AQUINO;-47.0967829718718;-20.7849943870432
3165206;SÃO THOMÉ DAS LETRAS;-44.9870084546217;-21.7207227802253
3165305;SÃO VICENTE DE MINAS;-44.4546835035525;-21.6974718375073
3165404;SAPUCAÍ-MIRIM;-45.7409257375558;-22.7515963809342
3165503;SARDOÁ;-42.3661292228935;-18.7832653468761
3165537;SARZEDO;-44.1458673612766;-20.0345349207995
3165552;SETUBINHA;-42.166438310787;-17.5970190167039
3165560;SEM-PEIXE;-42.8419017302093;-20.1025363692222
3165578;SENADOR AMARAL;-46.1802335937979;-22.5887215665658
3165602;SENADOR CORTES;-42.9443320993964;-21.8025169575441
3165701;SENADOR FIRMINO;-43.1041303932776;-20.9180596003151
3165800;SENADOR JOSÉ BENTO;-46.1794726958333;-22.1666066776878
3165909;SENADOR MODESTINO GONÇALVES;-43.2229754714858;-17.9460246708404
3166006;SENHORA DE OLIVEIRA;-43.3377319940151;-20.7938997631814
3166105;SENHORA DO PORTO;-43.0817557207791;-18.8980080199684
3166204;SENHORA DOS REMÉDIOS;-43.5863819522035;-21.0330829642424
3166303;SERICITA;-42.4820072656267;-20.4715553544651
3166402;SERITINGA;-44.5214453517545;-21.9113492777473
3166501;SERRA AZUL DE MINAS;-43.1744593090578;-18.3622797249824
3166600;SERRA DA SAUDADE;-45.7965895746721;-19.4405622457509
3166709;SERRA DOS AIMORÉS;-40.2431685749409;-17.7857470182657
3166808;SERRA DO SALITRE;-46.692108726184;-19.1117957634513
3166907;SERRANIA;-46.0431449357807;-21.5466806519747
3166956;SERRANÓPOLIS DE MINAS;-42.8743863930717;-15.8087837820719
3167004;SERRANOS;-44.5067541647369;-21.8887817979059
3167103;SERRO;-43.3886312680834;-18.6044422453401
3167202;SETE LAGOAS;-44.239594615621;-19.4582874187508
3167301;SILVEIRÂNIA;-43.217878469846;-21.1646375385202
3167400;SILVIANÓPOLIS;-45.8324471455678;-22.0279972638563
3167509;SIMÃO PEREIRA;-43.3149558126212;-21.9648567892045
3167608;SIMONÉSIA;-42.0038567486968;-20.1220295973937
3167707;SOBRÁLIA;-42.0986538397189;-19.2355492879039
3167806;SOLEDADE DE MINAS;-45.0410226419628;-22.0592064057821
3167905;TABULEIRO;-43.2456052646167;-21.3575776594416
3168002;TAIOBEIRAS;-42.2279155455793;-15.8115214376568
3168051;TAPARUBA;-41.6158581306474;-19.7614695843439
3168101;TAPIRA;-46.8219153621833;-19.9255792183172
3168200;TAPIRAÍ;-46.0185702098121;-19.8858056068801
3168309;TAQUARAÇU DE MINAS;-43.6871427896688;-19.6738480484131
3168408;TARUMIRIM;-42.0077345774412;-19.2814948727844
3168507;TEIXEIRAS;-42.8626438044107;-20.6490665250922
3168606;TEÓFILO OTONI;-41.5096351657897;-17.862539808014
3168705;TIMÓTEO;-42.6439423108068;-19.5840503585078
3168804;TIRADENTES;-44.1726923811067;-21.107043436755
3168903;TIROS;-45.9635510991526;-19.0039173800698
3169000;TOCANTINS;-43.0186995083911;-21.175549526019
3169059;TOCOS DO MOJI;-46.0964468007417;-22.3716455947385
3169109;TOLEDO;-46.3789726564943;-22.7433948080707
3169208;TOMBOS;-42.0146816210783;-20.9025892250881
3169307;TRÊS CORAÇÕES;-45.254936873167;-21.6959657769093
3169356;TRÊS MARIAS;-45.2257352467415;-18.2059212240174
3169406;TRÊS PONTAS;-45.515474797041;-21.3687699216518
3169505;TUMIRITINGA;-41.6379804793586;-18.9766076611695
3169604;TUPACIGUARA;-48.6937358802059;-18.599352564443
3169703;TURMALINA;-42.7304145447903;-17.2864120942752
3169802;TURVOLÂNDIA;-45.796735792709;-21.8793890056639
3169901;UBÁ;-42.936786464392;-21.1185969514978
3170008;UBAÍ;-44.7870862054941;-16.2974045209459
3170057;UBAPORANGA;-42.1092163270909;-19.6413620049211
3170107;UBERABA;-47.9836248955742;-19.7135346071021
3170206;UBERLÂNDIA;-48.2779501847345;-18.9189986093056
3170305;UMBURATIBA;-40.5726450205228;-17.2536072102915
3170404;UNAÍ;-46.899956595285;-16.3590084924977
3170438;UNIÃO DE MINAS;-50.3308029413544;-19.5297366441285
3170479;URUANA DE MINAS;-46.2562288734466;-16.0600251971288
3170503;URUCÂNIA;-42.7412284517106;-20.3508704157197
3170529;URUCUIA;-45.7370281843675;-16.1320910169931
3170578;VARGEM ALEGRE;-42.2998154822517;-19.6007202041095
3170602;VARGEM BONITA;-46.3724569794485;-20.3267766484088
3170651;VARGEM GRANDE DO RIO PARDO;-42.3092908662842;-15.4024006159174
3170701;VARGINHA;-45.4318861442786;-21.5570800390634
3170750;VARJÃO DE MINAS;-46.033501545731;-18.3837044637811
3170800;VÁRZEA DA PALMA;-44.7303465827323;-17.5975701770905
3170909;VARZELÂNDIA;-44.027948143227;-15.7088710522808
3171006;VAZANTE;-46.901966885848;-17.9910384302439
3171030;VERDELÂNDIA;-43.6060222623997;-15.5945423473444
3171071;VEREDINHA;-42.7359302400247;-17.3939690803405
3171105;VERÍSSIMO;-48.303710580261;-19.669357832615
3171154;VERMELHO NOVO;-42.2683458173973;-20.0347660882542
3171204;VESPASIANO;-43.9199151867378;-19.6930304397713
3171303;VIÇOSA;-42.8794773756709;-20.7520720070293
3171402;VIEIRAS;-42.2458035423232;-20.8653406932197
3171501;MATHIAS LOBATO;-41.9233604609168;-18.5795889082626
3171600;VIRGEM DA LAPA;-42.3432810665662;-16.8021488570313
3171709;VIRGÍNIA;-45.0954251629558;-22.3369720668069
3171808;VIRGINÓPOLIS;-42.7148044703271;-18.8251403925481
3171907;VIRGOLÂNDIA;-42.3108100373185;-18.4760617047881
3172004;VISCONDE DO RIO BRANCO;-42.8393893910016;-21.0119895771312
3172103;VOLTA GRANDE;-42.5412849473875;-21.7707111492068
3172202;WENCESLAU BRAZ;-45.3567739530528;-22.5290130396557
3200102;AFONSO CLÁUDIO;-41.1254597171689;-20.0770400098969
3200136;ÁGUIA BRANCA;-40.7366381673749;-18.9873613695253
3200169;ÁGUA DOCE DO NORTE;-40.976455911882;-18.5455464912766
3200201;ALEGRE;-41.5364883187663;-20.7632651351226
3200300;ALFREDO CHAVES;-40.7600496463911;-20.630347537232
3200359;ALTO RIO NOVO;-41.0186843433418;-19.0574996056204
3200409;ANCHIETA;-40.6476589422027;-20.8056132241888
3200508;APIACÁ;-41.5633797608618;-21.1564478852618
3200607;ARACRUZ;-40.2762233763624;-19.8232777404467
3200706;ATILIO VIVACQUA;-41.1912419094544;-20.9158966202099
3200805;BAIXO GUANDU;-41.0120677359012;-19.5142461286191
3200904;BARRA DE SÃO FRANCISCO;-40.89039862396;-18.7590890533313
3201001;BOA ESPERANÇA;-40.3029556431013;-18.5387151622041
3201100;BOM JESUS DO NORTE;-41.6758105077654;-21.129341788413
3201159;BREJETUBA;-41.2896765285112;-20.1570341861911
3201209;CACHOEIRO DE ITAPEMIRIM;-41.1119188104426;-20.8501123496921
3201308;CARIACICA;-40.3905591046775;-20.2946777965172
3201407;CASTELO;-41.2022127039763;-20.602065086052
3201506;COLATINA;-40.6303175540319;-19.5362700836217
3201605;CONCEIÇÃO DA BARRA;-39.7274744194389;-18.5984623008997
3201704;CONCEIÇÃO DO CASTELO;-41.2453480411941;-20.3655811138099
3201803;DIVINO DE SÃO LOURENÇO;-41.6799763283207;-20.6204706518503
3201902;DOMINGOS MARTINS;-40.6593963545811;-20.3642385223786
3202009;DORES DO RIO PRETO;-41.8495773624823;-20.692893905303
3202108;ECOPORANGA;-40.8300811593362;-18.3752523795108
3202207;FUNDÃO;-40.4037654440298;-19.9334471176936
3202256;GOVERNADOR LINDENBERG;-40.4577660614079;-19.2528074444097
3202306;GUAÇUÍ;-41.6794962927473;-20.7753378052849
3202405;GUARAPARI;-40.4950210194579;-20.6659745796442
3202454;IBATIBA;-41.507207999498;-20.2340203462858
3202504;IBIRAÇU;-40.3716661788635;-19.8318799980722
3202553;IBITIRAMA;-41.6594124008597;-20.5387309665894
3202603;ICONHA;-40.8112210453371;-20.7971447538605
